IMO.Number,predicted.kg.CO2.per.nm,TEU.predicted.kg.CO2.per.nm
8821163,274.4187029,NA
8821175,372.6407697,NA
8821242,379.982767,NA
8821254,272.2745185,NA
8821266,134.7528403,NA
8821278,134.7528403,NA
8821321,117.898852,NA
8821424,374.6352701,NA
8821436,379.870947,NA
8821448,380.223446,NA
8821474,114.2065876,NA
8821486,104.0594176,NA
8821539,108.5762923,NA
8821577,112.3866845,NA
8821711,331.4965301,NA
8821735,374.6352701,NA
8821747,132.3930391,NA
8821759,144.5969091,NA
8821761,134.6203394,NA
8821797,168.7789906,NA
8821802,169.6213938,NA
8821814,175.5672765,NA
8821826,358.7673509,NA
8821993,116.2105251,NA
8822002,378.4944823,NA
8822040,101.6865652,NA
8822076,115.8451866,NA
8822088,118.4254576,NA
8822090,202.076934,NA
8822105,129.7146523,NA
8822117,245.0657009,NA
8822143,111.3185748,NA
8822155,157.2845698,NA
8822167,169.141269,NA
8822179,147.3577021,NA
8822193,117.3344265,NA
8822208,118.1817459,NA
8822210,105.4520069,NA
8822222,268.5970828,NA
8822234,120.3432941,NA
8822246,117.873593,NA
8822258,131.7838531,NA
8822260,172.4820195,NA
8822284,132.408375,NA
8822296,374.6352701,NA
8822301,269.4663163,NA
8822313,117.4702993,NA
8822325,373.8517933,NA
8822337,230.9316189,NA
8822351,210.1301161,NA
8822363,210.3778249,NA
8822399,374.7522794,NA
8822428,382.7999339,NA
8822545,374.7522794,NA
8822557,478.3789276,NA
8822583,204.8693119,NA
8822600,99.07928451,NA
8822612,96.99274166,NA
8822636,109.402373,NA
8822648,123.5653457,NA
8822650,374.0024749,NA
8822662,118.7093466,NA
8822765,379.1291603,NA
8822791,372.4504808,NA
8822868,374.6352701,NA
8822882,374.442724,NA
8822894,373.9688027,NA
8822909,375.728041,NA
8822961,373.2339576,NA
8822985,374.6352701,NA
8822997,131.7849018,NA
8823006,379.1291603,NA
8823018,371.9556412,NA
8823044,117.384554,NA
8823135,193.2757058,NA
8823159,312.9389485,NA
8823161,373.8517933,NA
8823173,117.6989221,NA
8823185,136.3845023,NA
8823197,185.7704963,NA
8823202,122.1638588,NA
8823214,118.8688622,NA
8823226,117.3344265,NA
8823240,119.0047349,NA
8823252,117.4160281,NA
8823264,118.1817459,NA
8823276,117.898852,NA
8823288,119.9588821,NA
8823305,117.3344265,NA
8823329,118.8688622,NA
8823331,379.8051431,NA
8823355,196.7806868,NA
8823367,362.1273154,NA
8823379,120.5819454,NA
8823381,377.4230751,NA
8823393,374.2051181,NA
8823408,105.723632,NA
8823410,105.0860402,NA
8823422,209.4677551,NA
8823434,117.4514359,NA
8823458,118.0158613,NA
8823460,198.3460903,NA
8823484,119.1217443,NA
8823496,276.0995841,NA
8823501,118.1517341,NA
8823513,103.9760545,NA
8823525,116.8784727,NA
8823537,378.6114917,NA
8823549,102.8801157,NA
8823551,119.1217443,NA
8823563,118.434628,NA
8823575,117.5873086,NA
8823587,117.4514359,NA
8823599,118.9858716,NA
8823604,117.2471577,NA
8823616,104.8763126,NA
8823628,361.6929356,NA
8823630,361.1761863,NA
8823654,103.1287351,NA
8823666,373.9688027,NA
8823680,117.8547296,NA
8823692,135.3138753,NA
8823721,374.5911477,NA
8823733,117.8159315,NA
8823745,373.9688027,NA
8823757,118.2987553,NA
8823769,117.5330375,NA
8823771,374.7522794,NA
8823795,117.4514359,NA
8823800,373.9688027,NA
8823812,117.4514359,NA
8823824,118.2987553,NA
8823836,105.1444424,NA
8823848,374.7522794,NA
8823850,117.8547296,NA
8823862,372.8728638,NA
8823874,372.8728638,NA
8823886,103.9760545,NA
8823898,118.0158613,NA
8823903,118.2987553,NA
8823915,118.9858716,NA
8823927,378.3871489,NA
8823939,122.0618016,NA
8823941,120.563082,NA
8823965,115.5633228,NA
8823991,390.6406661,NA
8824000,115.8153197,NA
8824024,360.1200232,NA
8824139,360.1200232,NA
8824177,117.8159315,NA
8824189,114.0070364,NA
8824191,103.0117258,NA
8824206,106.2592446,NA
8824218,378.4944823,NA
8824220,100.92489,NA
8824232,117.3344265,NA
8824244,118.1817459,NA
8824256,117.898852,NA
8824270,105.6066227,NA
8824282,102.8074476,NA
8824294,191.0088991,NA
8824309,374.6352701,NA
8824311,276.3049958,NA
8824323,117.898852,NA
8824347,299.643239,NA
8824359,117.3344265,NA
8824361,134.7528403,NA
8824373,121.6890588,NA
8824397,102.409075,NA
8824414,358.0393923,NA
8824426,275.0681474,NA
8824476,117.3344265,NA
8824488,196.7806868,NA
8824490,379.982767,NA
8824517,372.7558544,NA
8824529,117.3344265,NA
8824531,377.4230751,NA
8824543,381.9863453,NA
8824555,372.7558544,NA
8824567,118.8688622,NA
8824579,371.8386318,NA
8824581,151.2065545,NA
8824593,186.3548609,NA
8824610,122.6986198,NA
8824622,115.8714758,NA
8824634,137.6224156,NA
8824684,112.153301,NA
8824725,374.9323338,NA
8824737,374.9323338,NA
8824799,118.7794626,NA
8824919,104.0027186,NA
8824921,115.6794469,NA
8825042,113.3186668,NA
8825200,117.384554,NA
8825248,372.4504808,NA
8825303,117.2936889,NA
8825327,116.3569742,NA
8825377,374.7522794,NA
8825418,379.1291603,NA
8825444,118.6698711,NA
8825547,197.3265574,NA
8825561,371.3439975,NA
8825585,134.6586814,NA
8825597,117.384554,NA
8825626,374.6352701,NA
8825638,138.5924259,NA
8825640,134.7060851,NA
8825652,117.5873086,NA
8825676,116.0849225,NA
8825688,118.2987553,NA
8825690,117.384554,NA
8825731,373.2339576,NA
8825781,195.3316612,NA
8825793,181.4037818,NA
8825808,133.0444394,NA
8825810,373.6592472,NA
8825846,116.0849225,NA
8825884,131.3646823,NA
8825987,134.7495465,NA
8826060,116.1757876,NA
8826084,115.9237908,NA
8826113,136.0348636,NA
8826163,145.6698785,NA
8826187,118.3860384,NA
8826228,374.6352701,NA
8826230,270.0008579,NA
8826242,374.6352701,NA
8826369,141.471022,NA
8826383,127.0775572,NA
8826436,390.6406661,NA
8826448,270.285842,NA
8826450,372.7558544,NA
8826553,372.7558544,NA
8826589,374.6352701,NA
8826591,374.6352701,NA
8826632,374.6352701,NA
8826759,145.3725949,NA
8826761,374.6352701,NA
8826797,374.6352701,NA
8826840,269.6901802,NA
8826864,118.8688622,NA
8826888,312.8219391,NA
8826931,119.7930239,NA
8826979,373.6592472,NA
8827014,338.4084881,NA
8827026,126.7006476,NA
8827040,126.7006476,NA
8827052,394.3446419,NA
8827088,124.536516,NA
8827090,141.6104499,NA
8827129,113.4865012,NA
8827155,118.8688622,NA
8827179,117.574931,NA
8827325,115.3402367,NA
8827337,116.2661091,NA
8827349,119.8811543,NA
8827351,120.8511645,NA
8827363,120.8511645,NA
8827404,122.8252047,NA
8827430,103.6931606,NA
8827478,119.4665789,NA
8827507,378.3392459,NA
8827519,371.2289128,NA
8827571,103.6679016,NA
8827624,104.8070402,NA
8827650,117.5330375,NA
8827703,118.5030478,NA
8827753,103.6526991,NA
8827844,119.4665789,NA
8827856,119.4665789,NA
8827868,137.5478919,NA
8828123,372.7321674,NA
8828135,123.9833952,NA
8828147,273.7179105,NA
8828202,120.7952797,NA
8828226,180.3633365,NA
8828238,115.6794469,NA
8828252,121.8513004,NA
8828393,378.3392459,NA
8828422,307.5718528,NA
8828434,118.8688622,NA
8828458,363.832958,NA
8828472,361.9535424,NA
8828484,106.7232009,NA
8828496,106.7232009,NA
8828587,119.7676999,NA
8828599,117.1301484,NA
8828604,360.6075344,NA
8828628,120.3639002,NA
8828630,120.7952797,NA
8828654,326.5386311,NA
8828680,358.7169423,NA
8828692,374.7522794,NA
8828707,372.4399363,NA
8828719,372.4399363,NA
8828721,378.3456836,NA
8828745,373.6592472,NA
8828757,372.4399363,NA
8828769,373.6592472,NA
8828771,371.3439975,NA
8828824,371.3439975,NA
8828848,105.2926269,NA
8828862,379.1291603,NA
8828874,102.5282187,NA
8829127,402.7929606,NA
8829191,138.5924259,NA
8829294,98.44413769,NA
8829309,100.3308744,NA
8829311,100.3308744,NA
8829323,114.6289958,NA
8829397,374.442724,NA
8829402,138.5924259,NA
8829414,122.6331758,NA
8829426,378.3392459,NA
8829452,373.8517933,NA
8829488,115.405181,NA
8829505,122.5850043,NA
8829517,124.1484289,NA
8829531,399.4762226,NA
8829555,128.4516775,NA
8829593,155.0419558,NA
8829634,195.1912264,NA
8829646,117.7278651,NA
8829658,117.2936889,NA
8829660,103.0703116,NA
8829672,363.482591,NA
8829684,374.236046,NA
8829696,134.6586814,NA
8829701,116.5933491,NA
8829713,117.5765829,NA
8829751,120.3438063,NA
8829763,141.2509918,NA
8829775,374.7522794,NA
8829787,374.7522794,NA
8829799,374.7522794,NA
8829804,374.7522794,NA
8829816,374.9323338,NA
8829830,132.2120017,NA
8829854,103.1611767,NA
8829878,117.384554,NA
8829892,102.557795,NA
8829957,364.0229828,NA
8829983,364.0229828,NA
8829995,364.0229828,NA
8830011,368.3646491,NA
8830061,368.3646491,NA
8830176,374.442724,NA
8830243,122.0415196,NA
8830281,120.9681739,NA
8830293,132.9535743,NA
8830308,104.1632586,NA
8830310,89.79619221,NA
8830322,105.0628341,NA
8830358,185.9058943,NA
8830384,118.8688622,NA
8830396,118.8688622,NA
8830401,372.8728638,NA
8830413,368.7977588,NA
8830425,377.9292796,NA
8830487,117.2936889,NA
8830499,118.0543101,NA
8830528,124.8417798,NA
8830542,105.4484813,NA
8830554,114.2886391,NA
8830566,130.4189051,NA
8830592,134.7495465,NA
8830607,117.8547296,NA
8830619,152.4534819,NA
8830621,119.1059076,NA
8830633,118.0158613,NA
8830669,374.9061084,NA
8830748,374.9061084,NA
8830750,374.9061084,NA
8830762,374.9061084,NA
8830774,395.1345564,NA
8830786,118.8221003,NA
8830798,117.8547296,NA
8830841,103.1287351,NA
8830853,339.7361866,NA
8830865,344.230623,NA
8830877,279.9957301,NA
8830891,263.3940605,NA
8830906,120.2810576,NA
8830918,120.676799,NA
8830920,359.5290925,NA
8830932,382.7129146,NA
8830970,374.442724,NA
8830982,134.7495465,NA
8830994,363.2857967,NA
8831003,363.832958,NA
8831039,363.832958,NA
8831041,374.442724,NA
8831089,106.8875417,NA
8831091,106.8875417,NA
8831118,136.3332607,NA
8831120,135.9387634,NA
8831132,138.5428051,NA
8831170,118.8221003,NA
8831182,104.1632586,NA
8831194,104.1632586,NA
8831209,104.8946595,NA
8831261,112.5698984,NA
8831285,268.4269926,NA
8831297,329.9008672,NA
8831376,109.8247685,NA
8831508,118.8688622,NA
8831510,118.8688622,NA
8831522,118.8688622,NA
8831584,103.0703116,NA
8831596,372.7558544,NA
8831651,118.3860384,NA
8831687,372.7558544,NA
8831704,117.2936889,NA
8831716,104.6631708,NA
8831728,104.6631708,NA
8831780,117.2471577,NA
8831792,115.0573427,NA
8831833,100.94331,NA
8831871,105.4656068,NA
8831883,105.5500247,NA
8831912,163.2402711,NA
8831948,195.1728378,NA
8831950,118.9858716,NA
8831962,302.7987323,NA
8832007,134.6586814,NA
8832019,101.4783063,NA
8832021,127.0775572,NA
8832045,374.6352701,NA
8832069,154.9712767,NA
8832071,270.6046076,NA
8832083,140.0547392,NA
8832186,375.7158106,NA
8832198,192.697143,NA
8832203,116.7643339,NA
8832227,382.6873498,NA
8832344,378.9874234,NA
8832356,92.89267988,NA
8832370,116.1757876,NA
8832382,116.1757876,NA
8832423,142.0371519,NA
8832435,107.4780122,NA
8832461,116.0849225,NA
8832473,116.0849225,NA
8832485,374.0881087,NA
8832497,373.8955626,NA
8832590,279.1320471,NA
8832605,118.8688622,NA
8832629,115.4489861,NA
8832631,269.6901802,NA
8832643,518.7951189,NA
8832693,292.7925028,NA
8832796,132.9535743,NA
8832942,373.8517933,NA
8832992,372.4504808,NA
8833013,136.0348636,NA
8833051,117.613334,NA
8833063,102.2666373,NA
8833087,118.6698711,NA
8833130,373.2339576,NA
8833166,134.6586814,NA
8833178,134.6586814,NA
8833269,374.4404744,NA
8833283,265.5991264,NA
8833453,113.4722693,NA
8833465,113.4722693,NA
8833520,384.5677985,NA
8833532,280.0691511,NA
8833544,280.0327789,NA
8833570,378.3456836,NA
8833582,298.3947491,NA
8833609,378.3392459,NA
8833611,378.3392459,NA
8833623,117.4514359,NA
8833635,118.8688622,NA
8833673,116.7199926,NA
8833764,104.4118781,NA
8833788,118.0158613,NA
8833805,374.442724,NA
8833817,118.9858716,NA
8833843,117.898852,NA
8833867,381.453107,NA
8833879,381.9102946,NA
8833881,101.0948879,NA
8833893,321.5192578,NA
8833984,372.6407697,NA
8834029,193.1586965,NA
8834031,193.1586965,NA
8834043,193.1586965,NA
8834055,193.1586965,NA
8834067,118.9858716,NA
8834081,116.0073485,NA
8834108,122.506591,NA
8834122,117.7278651,NA
8834225,118.2122362,NA
8834275,373.8517933,NA
8834287,372.7558544,NA
8834299,374.7522794,NA
8834328,116.3657219,NA
8834330,380.2242718,NA
8834354,115.2871282,NA
8834407,380.6689223,NA
8834419,117.2936889,NA
8834433,187.2481762,NA
8834483,154.9712767,NA
8834512,374.6352701,NA
8834615,144.2233767,NA
8834627,118.3860384,NA
8834691,248.5922956,NA
8834706,118.8688622,NA
8834744,138.5924259,NA
8834756,118.8688622,NA
8834768,118.8688622,NA
8834809,127.0775572,NA
8834811,127.0775572,NA
8834859,374.6352701,NA
8834902,339.1924235,NA
8834914,313.9154381,NA
8834926,313.2822961,NA
8834940,103.6345362,NA
8834990,104.5106838,NA
8835009,118.2987553,NA
8835011,122.8344926,NA
8835035,139.8715835,NA
8835047,139.8715835,NA
8835061,116.0923102,NA
8835073,118.8688622,NA
8835085,393.1095386,NA
8835097,375.4988871,NA
8835102,418.930069,NA
8835114,375.3818777,NA
8835126,379.1817423,NA
8835138,381.7944702,NA
8835140,384.6856965,NA
8835152,384.6856965,NA
8835164,384.6856965,NA
8835176,384.6856965,NA
8835205,381.7944702,NA
8835217,285.7416689,NA
8835229,379.817731,NA
8835231,391.9971857,NA
8835243,528.3707775,NA
8835308,123.1270012,NA
8835310,134.7495465,NA
8835334,286.7478479,NA
8835346,302.6881604,NA
8835358,300.382827,NA
8835360,297.3739097,NA
8835396,117.384554,NA
8835401,117.384554,NA
8835413,116.1757876,NA
8835425,374.6352701,NA
8835451,370.2435058,NA
8835463,384.7466874,NA
8835475,295.6086148,NA
8835487,328.1138636,NA
8835499,387.2407708,NA
8835504,383.4711885,NA
8835516,351.6987664,NA
8835566,382.8738258,NA
8835578,303.6309954,NA
8835592,346.9241006,NA
8835619,392.6884368,NA
8835645,374.7522794,NA
8835736,115.269783,NA
8835748,394.3446419,NA
8835750,139.8715835,NA
8835798,118.3860384,NA
8835803,397.7610877,NA
8835815,379.7432837,NA
8835827,378.8260611,NA
8835839,374.7522794,NA
8835877,378.6340986,NA
8835889,378.1101346,NA
8835970,115.405522,NA
8835994,141.471022,NA
8836015,118.8688622,NA
8836065,114.3778868,NA
8836077,117.8159315,NA
8836120,194.5998029,NA
8836132,169.7127842,NA
8836194,113.5861586,NA
8836209,183.5373063,NA
8836285,379.1291603,NA
8836302,274.0803782,NA
8836314,378.3392459,NA
8836326,371.354542,NA
8836352,370.937105,NA
8836417,376.4598303,NA
8836429,115.7684591,NA
8836493,118.5030478,NA
8836510,374.9445643,NA
8836522,374.9445643,NA
8836546,377.7704361,NA
8836558,391.7012113,NA
8836584,390.3839865,NA
8836596,382.7844242,NA
8836625,392.2062547,NA
8836651,442.109364,NA
8836663,412.9977519,NA
8836687,377.2497447,NA
8836699,340.0414795,NA
8836704,409.9585254,NA
8836716,342.3338971,NA
8836728,325.7596141,NA
8836730,363.832958,NA
8836742,119.7930239,NA
8836807,114.2065876,NA
8836833,118.1817459,NA
8836857,119.7930239,NA
8836871,103.739214,NA
8836895,104.4875778,NA
8836900,185.5501717,NA
8836950,197.4945758,NA
8836986,122.413411,NA
8837007,133.0444394,NA
8837019,373.9688027,NA
8837021,116.3678165,NA
8837033,372.7558544,NA
8837057,373.8517933,NA
8837083,192.8993803,NA
8837095,177.1038766,NA
8837136,372.7577791,NA
8837174,145.0124889,NA
8837198,375.7158106,NA
8837215,378.3392459,NA
8837227,378.2497208,NA
8837239,378.1327114,NA
8837265,372.4399363,NA
8837368,117.5330375,NA
8837447,372.4399363,NA
8837588,122.2545941,NA
8837629,117.1301484,NA
8837643,118.579006,NA
8837667,115.7016836,NA
8837679,378.870414,NA
8837734,372.7558544,NA
8837746,372.7558544,NA
8837813,98.70052675,NA
8837849,372.7558544,NA
8837851,117.0528381,NA
8837863,117.0528381,NA
8837899,371.8608731,NA
8837904,142.1147692,NA
8837916,505.9510599,NA
8837942,371.8945453,NA
8838271,158.0142903,NA
8838506,372.6443499,NA
8838518,127.0775572,NA
8838556,122.7922219,NA
8838568,374.6352701,NA
8838570,372.6443499,NA
8838582,662.0245615,NA
8838659,118.579006,NA
8838661,101.1977963,NA
8838714,104.8477066,NA
8838788,118.8688622,NA
8838790,119.7930239,NA
8838829,118.579006,NA
8838843,118.8230137,NA
8838855,118.0158613,NA
8838879,118.8230137,NA
8838881,117.898852,NA
8838908,118.0158613,NA
8838910,119.7930239,NA
8838946,103.5761512,NA
8838996,118.0158613,NA
8839029,117.8159315,NA
8839031,118.5030478,NA
8839043,133.0444394,NA
8839079,118.0158613,NA
8839108,118.579006,NA
8839110,124.7685516,NA
8839287,106.1233719,NA
8839299,117.1301484,NA
8839316,119.1789715,NA
8839328,117.4514359,NA
8839354,116.6473246,NA
8839366,118.1817459,NA
8839378,119.5212558,NA
8839380,118.3176187,NA
8839471,117.898852,NA
8839483,118.1817459,NA
8839500,103.8590452,NA
8839524,117.898852,NA
8839536,374.0881087,NA
8839548,377.9878997,NA
8839550,117.898852,NA
8839562,118.0347247,NA
8839574,120.4460726,NA
8839586,118.1817459,NA
8839603,117.873593,NA
8839639,374.6352701,NA
8839641,374.6352701,NA
8839653,374.6352701,NA
8839665,374.6352701,NA
8839677,374.6352701,NA
8839689,117.898852,NA
8839691,118.3176187,NA
8839706,124.3261283,NA
8839720,373.8517933,NA
8839732,373.8517933,NA
8839744,372.7558544,NA
8839756,118.5780506,NA
8839768,118.3176187,NA
8839770,103.0117258,NA
8839782,114.9447809,NA
8839794,379.8051431,NA
8839809,118.0347247,NA
8839811,118.8688622,NA
8839823,118.0347247,NA
8839835,105.0717743,NA
8839873,126.5702324,NA
8839885,105.772054,NA
8839902,373.8517933,NA
8839914,117.4701888,NA
8839938,103.8590452,NA
8839940,104.7593033,NA
8839952,117.898852,NA
8839976,378.2882067,NA
8839988,117.3344265,NA
8839990,118.3176187,NA
8840004,117.898852,NA
8840016,118.1817459,NA
8840028,118.3176187,NA
8840030,117.898852,NA
8840042,117.4702993,NA
8840054,116.8010598,NA
8840066,105.6361813,NA
8840092,138.5924259,NA
8840107,377.5144727,NA
8840119,118.1817459,NA
8840121,374.4741383,NA
8840133,118.1817459,NA
8840145,375.5344886,NA
8840157,117.898852,NA
8840169,117.3344265,NA
8840171,118.1817459,NA
8840183,117.3344265,NA
8840200,117.1301484,NA
8840224,118.1817459,NA
8840236,118.1817459,NA
8840248,119.6768348,NA
8840250,118.8688622,NA
8840262,118.8688622,NA
8840274,134.7528403,NA
8840286,117.898852,NA
8840298,119.0047349,NA
8840303,103.5761512,NA
8840339,106.1233719,NA
8840341,117.898852,NA
8840585,118.3176187,NA
8840597,373.3278292,NA
8840602,374.4741383,NA
8840640,117.4701888,NA
8840652,103.5761512,NA
8840676,373.9688027,NA
8840688,117.2028164,NA
8840810,117.6989221,NA
8840834,375.1398471,NA
8840846,116.5713778,NA
8840858,118.434628,NA
8840860,116.1282342,NA
8840872,116.9686121,NA
8840884,106.1233719,NA
8840896,117.898852,NA
8840901,377.5813222,NA
8840937,373.8517933,NA
8840949,102.7631063,NA
8840951,363.0494813,NA
8840963,372.6936762,NA
8840975,117.898852,NA
8840987,103.8590452,NA
8841008,125.359745,NA
8841022,117.7377202,NA
8841046,118.1817459,NA
8841058,118.1817459,NA
8841060,103.8590452,NA
8841072,105.2760525,NA
8841084,117.085807,NA
8841096,118.8688622,NA
8841101,117.898852,NA
8841113,117.898852,NA
8841125,118.1817459,NA
8841137,115.269783,NA
8841149,117.898852,NA
8841151,117.7093719,NA
8841187,103.9760545,NA
8841204,105.0717743,NA
8841216,113.7479571,NA
8841230,119.9597287,NA
8841242,114.8438959,NA
8841254,114.8438959,NA
8841278,114.8438959,NA
8841280,114.8438959,NA
8841292,114.8438959,NA
8841307,114.8438959,NA
8841345,120.6227705,NA
8841357,125.2302879,NA
8841369,374.6352701,NA
8841371,128.3571512,NA
8841383,120.012955,NA
8841395,119.0222699,NA
8841400,373.8517933,NA
8841412,374.7522794,NA
8841424,132.7740038,NA
8841448,129.0495849,NA
8841450,136.6470537,NA
8841462,130.3563695,NA
8841503,101.2346571,NA
8841539,132.3593879,NA
8841541,129.0853821,NA
8841553,117.8053628,NA
8841577,115.6115442,NA
8841591,125.9454603,NA
8841606,143.9246738,NA
8841618,125.9454603,NA
8841620,125.9454603,NA
8841632,128.566688,NA
8841656,145.6698785,NA
8841668,124.5792595,NA
8841694,138.8026369,NA
8841711,138.8026369,NA
8841723,138.8026369,NA
8841735,138.8026369,NA
8841747,138.8026369,NA
8841761,128.8781822,NA
8841773,376.3214331,NA
8841785,376.3447456,NA
8841802,377.5557691,NA
8841814,376.4598303,NA
8841826,389.5818486,NA
8841840,377.5557691,NA
8841864,376.4598303,NA
8841888,118.1668098,NA
8841890,376.4598303,NA
8841905,377.5557691,NA
8841917,122.360209,NA
8841929,376.3447456,NA
8841943,381.2421356,NA
8841955,377.5557691,NA
8841967,376.3447456,NA
8841979,375.5426077,NA
8841981,381.9690463,NA
8841993,376.4598303,NA
8842002,377.5557691,NA
8842064,378.3392459,NA
8842076,104.2696364,NA
8842208,377.5557691,NA
8842210,377.5557691,NA
8842284,377.5557691,NA
8842296,373.2234131,NA
8842313,377.5557691,NA
8842349,374.6352701,NA
8842351,372.4399363,NA
8842363,371.3439975,NA
8842404,372.4399363,NA
8842416,377.5557691,NA
8842442,376.4598303,NA
8842454,377.5557691,NA
8842466,377.5557691,NA
8842478,106.7777424,NA
8842480,107.228009,NA
8842492,116.2182259,NA
8842519,118.2619905,NA
8842533,115.061379,NA
8842545,139.4772262,NA
8842571,269.6901802,NA
8842583,139.4772262,NA
8842612,115.7484953,NA
8842818,126.7573922,NA
8842844,372.6443499,NA
8842935,125.0245152,NA
8842947,376.3179653,NA
8842959,108.8195223,NA
8843123,107.4869248,NA
8843173,115.5885818,NA
8843197,120.7044146,NA
8843214,117.613334,NA
8843226,120.9681739,NA
8843252,117.9625316,NA
8843305,119.935711,NA
8843329,122.6331758,NA
8843331,115.5885818,NA
8843381,372.4399363,NA
8843393,144.4980518,NA
8843410,115.6794469,NA
8843434,121.8513004,NA
8843446,160.4027059,NA
8843484,120.9873086,NA
8843549,373.8517933,NA
8843551,111.4979767,NA
8843628,113.7922984,NA
8843630,120.6194425,NA
8843642,120.6194425,NA
8843654,122.6986198,NA
8843666,129.6167186,NA
8843769,115.4974055,NA
8843783,143.8193767,NA
8843824,192.8441756,NA
8843836,362.9509419,NA
8843886,105.3732129,NA
8843898,119.6768348,NA
8843903,192.8441756,NA
8843915,142.2793602,NA
8843927,207.5152552,NA
8843939,114.2886391,NA
8843965,116.7643339,NA
8843977,374.7522794,NA
8843991,124.9167674,NA
8844000,126.0127063,NA
8844024,385.4072594,NA
8844048,479.785619,NA
8844062,97.00647618,NA
8844074,95.84129805,NA
8844086,118.8637899,NA
8844098,373.8955626,NA
8844127,130.2981534,NA
8844139,129.0572707,NA
8844141,129.7082991,NA
8844153,129.7082991,NA
8844189,377.5144727,NA
8844191,379.5116006,NA
8844206,117.1301484,NA
8844218,102.4657108,NA
8844220,117.3344265,NA
8844232,106.1233719,NA
8844244,372.7558544,NA
8844256,137.6224156,NA
8844268,197.0630456,NA
8844270,374.6352701,NA
8844282,373.8517933,NA
8844294,104.4107355,NA
8844311,117.898852,NA
8844323,120.5261692,NA
8844335,378.2747522,NA
8844347,118.8688622,NA
8844359,118.8688622,NA
8844361,117.898852,NA
8844373,105.027433,NA
8844385,103.659688,NA
8844397,276.4992658,NA
8844402,117.898852,NA
8844414,117.3344265,NA
8844426,118.1817459,NA
8844440,117.898852,NA
8844452,135.7228505,NA
8844464,118.8688622,NA
8844476,118.0347247,NA
8844488,118.8085845,NA
8844490,117.7377202,NA
8844505,106.2592446,NA
8844517,115.3313097,NA
8844531,376.6209372,NA
8844543,118.1974972,NA
8844555,114.9130162,NA
8844567,118.0347247,NA
8844579,138.5924259,NA
8844581,115.269783,NA
8844593,115.9753008,NA
8844622,372.6407697,NA
8844634,372.7558544,NA
8844658,118.1817459,NA
8844660,374.6352701,NA
8844672,373.4924468,NA
8844684,118.8688622,NA
8844713,137.6224156,NA
8844725,197.1575963,NA
8844737,118.3176187,NA
8844749,117.3344265,NA
8844763,374.6352701,NA
8844775,361.2165797,NA
8844787,103.3638136,NA
8844799,106.1233719,NA
8844804,117.898852,NA
8844816,134.7528403,NA
8844830,117.898852,NA
8844842,134.7528403,NA
8844854,135.7228505,NA
8844878,103.5761512,NA
8844892,118.8688622,NA
8844921,115.6794469,NA
8844957,128.566688,NA
8845030,373.8486254,NA
8845107,390.6406661,NA
8845145,372.4399363,NA
8845169,379.1291603,NA
8845171,372.4399363,NA
8845183,378.3456836,NA
8845212,378.3392459,NA
8845250,379.8159923,NA
8845274,374.6352701,NA
8845298,218.5764025,NA
8845303,205.4547318,NA
8845327,374.6352701,NA
8845339,390.6614275,NA
8845365,379.7432837,NA
8845377,376.4598303,NA
8845389,376.4598303,NA
8845456,102.1464088,NA
8845470,99.50886569,NA
8845494,99.50886569,NA
8845523,107.0018215,NA
8845535,193.2757058,NA
8845547,383.6240204,NA
8845559,406.7757613,NA
8845561,372.2980635,NA
8845573,377.5557691,NA
8845690,375.728041,NA
8845717,160.9595982,NA
8845731,370.7649342,NA
8845779,373.8517933,NA
8845793,99.50886569,NA
8845810,374.6352701,NA
8845872,122.0667889,NA
8845896,103.8590452,NA
8845951,372.4482236,NA
8845975,372.5633083,NA
8846163,373.6592472,NA
8846199,384.5934699,NA
8846204,120.3560335,NA
8846216,120.7952797,NA
8846228,122.6986198,NA
8846307,388.6497459,NA
8846333,372.6443499,NA
8846357,118.3860384,NA
8846369,126.817657,NA
8846436,120.7952797,NA
8846448,135.5730916,NA
8846474,195.1728378,NA
8846498,372.6443499,NA
8846515,122.506591,NA
8846527,387.2892292,NA
8846539,387.2892292,NA
8846541,115.6794469,NA
8846553,138.5924259,NA
8846577,123.9014841,NA
8846589,122.6986198,NA
8846632,115.6794469,NA
8846644,378.3456836,NA
8846668,373.2339576,NA
8846682,372.4399363,NA
8846694,395.7566876,NA
8846709,379.1291603,NA
8846711,374.442724,NA
8846735,122.8252047,NA
8846747,132.0351586,NA
8846761,130.2981534,NA
8846785,117.384554,NA
8846802,130.181144,NA
8846814,129.305121,NA
8846826,130.181144,NA
8846864,379.8159923,NA
8846876,375.8013197,NA
8846890,175.0570488,NA
8846943,191.5609725,NA
8846967,372.4399363,NA
8846979,375.8013197,NA
8847014,376.1368473,NA
8847038,100.9599429,NA
8847131,105.1237988,NA
8847167,370.7649342,NA
8847260,100.9599429,NA
8847313,119.7930239,NA
8847337,376.3447456,NA
8847351,113.6820513,NA
8847363,119.7930239,NA
8847375,99.35935057,NA
8847387,111.7151506,127.719288
8847399,116.1757876,NA
8847416,103.0117258,NA
8847428,135.9548828,NA
8847430,135.9548828,NA
8847442,135.9548828,NA
8847454,135.9548828,NA
8847466,377.5557691,NA
8847478,374.442724,NA
8847480,276.144663,NA
8847492,382.6873498,NA
8847507,379.1291603,NA
8847519,117.384554,NA
8847545,122.4157259,NA
8847557,118.9858716,NA
